Time,Current (A),Current_scaled,Voltage (V),Voltage_scaled,Wattage (W),Wattage_scaled,Temperature Indoor (°C),Temperature Outdoor (°C),Set Point (°C),Alpha (°C),Alpha_scaled,Beta (°C),Beta_scaled,Supply (°C),Return (°C),Delta (°C),Delta_scaled,Cycle,Condition,Unit
2025-06-05 07:17:06,0.08,-7.866666666666671,231.55,0.515217391304348,18.82,-7.854492753623189,22.1,25.4,24,-1.8999999999999984,0.1100000000000001,3.299999999999997,0.2388888888888887,22.1,22.1,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-03-25 11:41:01,2.71,1.3364485981308412,212.26,0.2356521739130433,576.2,1.145062982527428,23.8,31.0,24,-0.1999999999999993,0.2800000000000001,7.199999999999999,0.4555555555555555,20.0,23.8,3.8000000000000007,0.5176470588235295,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-14 03:10:50,1.37,0.1009174311926606,230.22,0.4959420289855072,316.02,0.1045871559633026,22.7,24.4,24,-1.3000000000000007,0.1699999999999999,1.6999999999999993,0.1499999999999999,20.0,22.7,2.7,0.4529411764705882,COOLING,NORMAL,NON INV 0.5PK
2025-06-18 04:01:12,1.3,0.036697247706422,228.57,0.4720289855072462,296.1,0.0251296370163542,23.5,23.1,24,-0.5,0.25,-0.3999999999999986,0.0333333333333334,20.0,23.5,3.5,0.5,COOLING,NORMAL,NON INV 0.5PK
2025-06-13 06:37:34,0.08,-7.866666666666671,230.46,0.4994202898550726,18.84,-7.853913043478261,23.0,23.0,24,-1.0,0.2,0.0,0.0555555555555555,23.0,23.0,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-03-26 18:47:58,1.28,-0.6060606060606057,218.6,0.3275362318840579,279.01,-0.8088274044795785,21.0,27.6,22,-1.0,0.2,6.600000000000001,0.4222222222222223,20.8,21.0,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-14 16:03:35,1.44,0.165137614678899,232.71,0.5320289855072465,335.68,0.1830075787794176,25.9,29.0,24,1.8999999999999984,0.4899999999999999,3.1000000000000014,0.2277777777777778,19.0,25.9,6.899999999999999,0.7,COOLING,NORMAL,NON INV 0.5PK
2025-03-27 13:41:42,1.34,-0.4242424242424238,215.47,0.2821739130434782,289.55,-0.6699604743083001,21.0,30.8,22,-1.0,0.2,9.8,0.6000000000000001,20.8,21.0,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-03-27 20:56:03,1.26,-0.6666666666666665,217.38,0.309855072463768,274.66,-0.8661396574440049,20.1,27.3,22,-1.8999999999999984,0.1100000000000001,7.199999999999999,0.4555555555555555,20.0,20.1,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-17 12:22:48,0.08,-7.866666666666671,231.55,0.515217391304348,17.44,-7.894492753623188,21.8,29.9,24,-2.2,0.0799999999999999,8.099999999999998,0.5055555555555554,21.8,21.8,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-15 02:55:47,1.37,0.1009174311926606,233.79,0.5476811594202897,319.57,0.1187475069804546,23.1,24.1,24,-0.8999999999999986,0.2100000000000001,1.0,0.1111111111111111,20.0,23.1,3.1000000000000014,0.4764705882352942,COOLING,NORMAL,NON INV 0.5PK
2025-03-24 03:52:53,2.58,1.2149532710280373,216.01,0.2899999999999998,557.2,1.0678585940674523,23.1,26.9,24,-0.8999999999999986,0.2100000000000001,3.799999999999997,0.2666666666666665,20.0,23.1,3.1000000000000014,0.4764705882352942,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-03-26 20:36:06,1.29,-0.5757575757575755,211.27,0.2213043478260871,271.88,-0.9027667984189724,20.8,26.9,22,-1.1999999999999993,0.18,6.099999999999998,0.3944444444444443,20.7,20.8,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-03-26 14:47:52,1.31,-0.5151515151515148,213.58,0.2547826086956523,279.56,-0.8015810276679841,21.6,29.2,22,-0.3999999999999986,0.2600000000000001,7.599999999999998,0.4777777777777776,21.4,21.6,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-15 19:59:56,1.41,0.1376146788990824,230.22,0.4959420289855072,325.65,0.1429996011168726,25.3,26.5,24,1.3000000000000007,0.43,1.1999999999999993,0.1222222222222221,19.0,25.3,6.300000000000001,0.6647058823529413,COOLING,NORMAL,NON INV 0.5PK
2025-03-26 01:14:08,1.24,-0.7272727272727271,216.18,0.2924637681159421,267.35,-0.9624505928853752,22.8,26.3,22,0.8000000000000007,0.38,3.5,0.25,21.5,22.8,1.3,0.3705882352941176,COOLING,MAINTENANCE 1,INV 0.5PK
2025-03-26 03:11:08,1.24,-0.7272727272727271,217.41,0.3102898550724637,269.62,-0.9325428194993411,21.9,25.9,22,-0.1000000000000014,0.2899999999999998,4.0,0.2777777777777778,21.7,21.9,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-10 22:37:54,1.37,0.1009174311926606,232.92,0.5350724637681158,319.85,0.1198643797367371,25.0,25.3,24,1.0,0.4,0.3000000000000007,0.0722222222222222,19.0,25.0,6.0,0.6470588235294118,COOLING,NORMAL,NON INV 0.5PK
2025-06-17 10:11:24,0.08,-7.866666666666671,229.92,0.4915942028985505,18.4,-7.866666666666667,22.6,28.3,24,-1.3999999999999986,0.1600000000000001,5.699999999999999,0.3722222222222222,22.6,22.6,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-15 20:01:57,1.41,0.1376146788990824,230.27,0.4966666666666668,325.38,0.1419226166733146,25.2,26.5,24,1.1999999999999993,0.4199999999999999,1.3000000000000007,0.1277777777777778,19.0,25.2,6.199999999999999,0.6588235294117647,COOLING,NORMAL,NON INV 0.5PK
2025-03-26 22:10:54,1.27,-0.6363636363636361,214.28,0.2649275362318841,272.42,-0.8956521739130432,22.8,26.5,22,0.8000000000000007,0.38,3.6999999999999993,0.261111111111111,21.5,22.8,1.3,0.3705882352941176,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-11 01:01:08,1.4,0.1284403669724769,231.85,0.5195652173913042,324.67,0.1390905464698843,23.0,24.7,24,-1.0,0.2,1.6999999999999993,0.1499999999999999,20.0,23.0,3.0,0.4705882352941176,COOLING,NORMAL,NON INV 0.5PK
2025-06-11 18:25:40,1.4,0.1284403669724769,231.85,0.5195652173913042,324.22,0.1372955723972876,26.6,26.2,24,2.6000000000000014,0.5600000000000002,-0.4000000000000021,0.0333333333333332,19.0,26.6,7.600000000000001,0.7411764705882353,COOLING,NORMAL,NON INV 0.5PK
2025-03-26 14:31:44,1.33,-0.4545454545454541,211.73,0.2279710144927534,280.85,-0.7845849802371538,21.5,29.5,22,-0.5,0.25,8.0,0.5,21.3,21.5,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-17 12:52:22,1.5,0.2201834862385321,227.28,0.4533333333333333,341.04,0.2043877143996809,21.9,32.0,24,-2.1000000000000014,0.0899999999999998,10.1,0.6166666666666667,20.0,21.9,1.8999999999999984,0.4058823529411763,COOLING,NORMAL,NON INV 0.5PK
2025-06-10 18:54:20,1.41,0.1376146788990824,230.49,0.4998550724637682,324.56,0.1386517750299162,23.9,26.0,24,-0.1000000000000014,0.2899999999999998,2.1000000000000014,0.1722222222222223,20.0,23.9,3.899999999999999,0.5235294117647058,COOLING,NORMAL,NON INV 0.5PK
2025-03-25 18:03:29,2.73,1.3551401869158877,218.42,0.3249275362318838,596.21,1.2263713937423812,25.8,30.3,24,1.8000000000000007,0.4800000000000001,4.5,0.3055555555555556,19.0,25.8,6.800000000000001,0.6941176470588236,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-03-26 06:19:40,1.2,-0.8484848484848484,226.19,0.4375362318840579,272.02,-0.9009222661396576,21.0,25.1,22,-1.0,0.2,4.100000000000001,0.2833333333333334,20.8,21.0,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-15 10:29:12,1.5,0.2201834862385321,229.14,0.4802898550724636,344.29,0.2173514160351017,21.5,29.5,24,-2.5,0.05,8.0,0.5,20.0,21.5,1.5,0.3823529411764705,COOLING,NORMAL,NON INV 0.5PK
2025-06-05 05:48:22,0.08,-7.866666666666671,232.38,0.5272463768115941,18.47,-7.8646376811594205,21.9,24.1,24,-2.1000000000000014,0.0899999999999998,2.200000000000003,0.1777777777777779,21.9,21.9,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-13 08:34:43,0.08,-7.866666666666671,229.38,0.4837681159420289,18.25,-7.871014492753623,22.1,26.7,24,-1.8999999999999984,0.1100000000000001,4.599999999999998,0.311111111111111,22.1,22.1,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-03-27 12:43:15,1.35,-0.3939393939393935,217.38,0.309855072463768,293.58,-0.6168642951251648,21.3,32.0,22,-0.6999999999999993,0.23,10.7,0.6499999999999999,21.1,21.3,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-11 05:30:01,1.4,0.1284403669724769,230.49,0.4998550724637682,322.34,0.1297965696051055,22.5,24.1,24,-1.5,0.15,1.6000000000000014,0.1444444444444445,20.0,22.5,2.5,0.4411764705882353,COOLING,NORMAL,NON INV 0.5PK
2025-06-16 23:47:31,1.4,0.1284403669724769,230.22,0.4959420289855072,323.3,0.1336258476266454,25.0,26.1,24,1.0,0.4,1.1000000000000014,0.1166666666666667,19.0,25.0,6.0,0.6470588235294118,COOLING,NORMAL,NON INV 0.5PK
2025-06-11 07:28:06,0.08,-7.866666666666671,228.57,0.4720289855072462,18.44,-7.865507246376812,22.4,24.9,24,-1.6000000000000014,0.1399999999999998,2.5,0.1944444444444444,22.4,22.4,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-16 11:11:38,1.48,0.201834862385321,227.81,0.4610144927536232,337.67,0.1909453530115676,22.4,28.9,24,-1.6000000000000014,0.1399999999999998,6.5,0.4166666666666667,20.0,22.4,2.3999999999999986,0.4352941176470587,COOLING,NORMAL,NON INV 0.5PK
2025-06-15 03:09:55,1.37,0.1009174311926606,233.51,0.5436231884057969,318.81,0.1157159952134024,22.5,24.1,24,-1.5,0.15,1.6000000000000014,0.1444444444444445,20.0,22.5,2.5,0.4411764705882353,COOLING,NORMAL,NON INV 0.5PK
2025-06-13 02:49:12,1.4,0.1284403669724769,231.85,0.5195652173913042,323.75,0.135420821699242,21.5,23.4,24,-2.5,0.05,1.8999999999999984,0.161111111111111,20.0,21.5,1.5,0.3823529411764705,COOLING,NORMAL,NON INV 0.5PK
2025-06-13 14:56:56,1.48,0.201834862385321,229.14,0.4802898550724636,339.97,0.2001196649381731,22.8,28.7,24,-1.1999999999999993,0.18,5.899999999999999,0.3833333333333332,20.0,22.8,2.8000000000000007,0.4588235294117647,COOLING,NORMAL,NON INV 0.5PK
2025-03-26 16:29:49,1.29,-0.5757575757575755,214.7,0.271014492753623,276.17,-0.8462450592885373,21.3,27.7,22,-0.6999999999999993,0.23,6.399999999999999,0.411111111111111,21.1,21.3,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-13 08:24:37,1.43,0.1559633027522935,227.81,0.4610144927536232,326.03,0.1445153570003987,21.7,26.5,24,-2.3000000000000007,0.0699999999999999,4.800000000000001,0.3222222222222222,20.0,21.7,1.6999999999999993,0.3941176470588234,COOLING,NORMAL,NON INV 0.5PK
2025-06-14 11:11:20,1.55,0.2660550458715596,227.28,0.4533333333333333,352.21,0.248942959712804,21.7,31.6,24,-2.3000000000000007,0.0699999999999999,9.900000000000002,0.6055555555555556,20.0,21.7,1.6999999999999993,0.3941176470588234,COOLING,NORMAL,NON INV 0.5PK
2025-06-17 05:07:09,1.39,0.1192660550458714,230.49,0.4998550724637682,321.16,0.1250897487036299,22.4,25.0,24,-1.6000000000000014,0.1399999999999998,2.6000000000000014,0.2,20.0,22.4,2.3999999999999986,0.4352941176470587,COOLING,NORMAL,NON INV 0.5PK
2025-06-17 12:11:42,1.47,0.1926605504587155,230.22,0.4959420289855072,338.25,0.1932588751495811,21.5,29.2,24,-2.5,0.05,7.699999999999999,0.4833333333333333,20.0,21.5,1.5,0.3823529411764705,COOLING,NORMAL,NON INV 0.5PK
2025-06-18 01:47:44,1.36,0.0917431192660551,231.31,0.5117391304347827,314.09,0.0968887116074988,22.3,23.7,24,-1.6999999999999993,0.13,1.3999999999999986,0.1333333333333332,20.0,22.3,2.3000000000000007,0.4294117647058824,COOLING,NORMAL,NON INV 0.5PK
2025-03-26 07:27:14,1.27,-0.6363636363636361,222.33,0.3815942028985509,281.72,-0.7731225296442683,20.9,27.2,22,-1.1000000000000014,0.1899999999999998,6.300000000000001,0.4055555555555556,20.8,20.9,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-03-24 21:40:01,2.59,1.2242990654205606,214.44,0.2672463768115942,556.2,1.063795205201138,22.8,27.5,24,-1.1999999999999993,0.18,4.699999999999999,0.3166666666666666,20.0,22.8,2.8000000000000007,0.4588235294117647,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-17 04:51:58,1.39,0.1192660550458714,231.31,0.5117391304347827,321.01,0.1244914240127641,22.6,25.2,24,-1.3999999999999986,0.1600000000000001,2.599999999999998,0.1999999999999998,20.0,22.6,2.6000000000000014,0.4470588235294118,COOLING,NORMAL,NON INV 0.5PK
2025-03-27 17:55:39,1.31,-0.5151515151515148,213.82,0.2582608695652172,279.19,-0.8064558629776021,20.3,28.3,22,-1.6999999999999993,0.13,8.0,0.5,20.2,20.3,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-15 07:37:31,0.08,-7.866666666666671,230.46,0.4994202898550726,17.68,-7.887536231884058,21.6,26.6,24,-2.3999999999999986,0.0600000000000001,5.0,0.3333333333333333,21.6,21.6,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-15 04:50:50,1.36,0.0917431192660551,230.76,0.5037681159420289,314.44,0.0982848025528519,22.2,23.6,24,-1.8000000000000007,0.1199999999999999,1.400000000000002,0.1333333333333334,20.0,22.2,2.2,0.4235294117647059,COOLING,NORMAL,NON INV 0.5PK
2025-06-16 14:32:52,1.54,0.2568807339449541,228.34,0.468695652173913,351.88,0.2476266453928998,22.6,32.4,24,-1.3999999999999986,0.1600000000000001,9.799999999999995,0.5999999999999998,20.0,22.6,2.6000000000000014,0.4470588235294118,COOLING,NORMAL,NON INV 0.5PK
2025-03-28 02:47:45,1.26,-0.6666666666666665,212.65,0.241304347826087,267.73,-0.957444005270092,20.3,26.2,22,-1.6999999999999993,0.13,5.899999999999999,0.3833333333333332,20.2,20.3,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-03-27 15:39:36,1.32,-0.4848484848484845,213.35,0.2514492753623187,281.19,-0.7801054018445323,20.5,28.8,22,-1.5,0.15,8.3,0.5166666666666667,20.4,20.5,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-14 13:10:29,0.08,-7.866666666666671,231.55,0.515217391304348,18.43,-7.865797101449275,22.5,31.9,24,-1.5,0.15,9.4,0.5777777777777778,22.5,22.5,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-04 15:44:17,1.44,0.165137614678899,233.23,0.5395652173913043,336.12,0.1847626645392899,22.9,27.8,24,-1.1000000000000014,0.1899999999999998,4.900000000000002,0.3277777777777779,20.0,22.9,2.8999999999999986,0.4647058823529411,COOLING,NORMAL,NON INV 0.5PK
2025-06-17 04:50:58,1.39,0.1192660550458714,231.31,0.5117391304347827,321.62,0.1269246110889509,22.6,25.2,24,-1.3999999999999986,0.1600000000000001,2.599999999999998,0.1999999999999998,20.0,22.6,2.6000000000000014,0.4470588235294118,COOLING,NORMAL,NON INV 0.5PK
2025-06-18 03:16:44,0.08,-7.866666666666671,230.46,0.4994202898550726,17.71,-7.886666666666667,23.5,23.0,24,-0.5,0.25,-0.5,0.0277777777777777,23.5,23.5,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-15 22:17:15,1.41,0.1376146788990824,231.2,0.5101449275362318,326.36,0.1458316713203031,23.0,26.1,24,-1.0,0.2,3.1000000000000014,0.2277777777777778,20.0,23.0,3.0,0.4705882352941176,COOLING,NORMAL,NON INV 0.5PK
2025-06-11 18:37:46,1.43,0.1559633027522935,231.82,0.5191304347826086,331.13,0.1648583964898284,25.6,26.1,24,1.6000000000000014,0.4600000000000001,0.5,0.0833333333333333,19.0,25.6,6.600000000000001,0.6823529411764707,COOLING,NORMAL,NON INV 0.5PK
2025-06-12 23:46:21,1.37,0.1009174311926606,230.76,0.5037681159420289,316.11,0.1049461507778221,24.2,24.4,24,0.1999999999999993,0.3199999999999999,0.1999999999999993,0.0666666666666666,19.0,24.2,5.199999999999999,0.6,COOLING,NORMAL,NON INV 0.5PK
2025-03-24 01:27:28,2.59,1.2242990654205606,212.73,0.2424637681159419,550.25,1.0396180414465663,23.3,27.5,24,-0.6999999999999993,0.23,4.199999999999999,0.2888888888888888,20.0,23.3,3.3000000000000007,0.4882352941176471,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-16 10:19:03,1.48,0.201834862385321,228.61,0.4726086956521741,337.68,0.1909852413242919,22.2,30.1,24,-1.8000000000000007,0.1199999999999999,7.900000000000002,0.4944444444444446,20.0,22.2,2.2,0.4235294117647059,COOLING,NORMAL,NON INV 0.5PK
2025-06-14 10:07:43,1.5,0.2201834862385321,228.34,0.468695652173913,343.34,0.2135620263262862,23.0,29.7,24,-1.0,0.2,6.699999999999999,0.4277777777777777,20.0,23.0,3.0,0.4705882352941176,COOLING,NORMAL,NON INV 0.5PK
2025-06-18 01:13:21,1.31,0.0458715596330275,229.11,0.4798550724637683,299.58,0.0390107698444354,22.9,23.6,24,-1.1000000000000014,0.1899999999999998,0.7000000000000028,0.0944444444444446,20.0,22.9,2.8999999999999986,0.4647058823529411,COOLING,NORMAL,NON INV 0.5PK
2025-03-24 21:52:08,2.59,1.2242990654205606,215.06,0.276231884057971,556.67,1.065704997968305,22.7,27.7,24,-1.3000000000000007,0.1699999999999999,5.0,0.3333333333333333,20.0,22.7,2.7,0.4529411764705882,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-05 09:09:13,1.43,0.1559633027522935,228.34,0.468695652173913,326.29,0.1455524531312325,21.9,27.0,24,-2.1000000000000014,0.0899999999999998,5.100000000000001,0.3388888888888889,20.0,21.9,1.8999999999999984,0.4058823529411763,COOLING,NORMAL,NON INV 0.5PK
2025-06-11 08:57:55,0.08,-7.866666666666671,231.55,0.515217391304348,18.55,-7.86231884057971,22.2,27.9,24,-1.8000000000000007,0.1199999999999999,5.699999999999999,0.3722222222222222,22.2,22.2,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-16 11:33:52,1.48,0.201834862385321,228.87,0.476376811594203,339.31,0.1974870362983645,22.4,29.5,24,-1.6000000000000014,0.1399999999999998,7.100000000000001,0.45,20.0,22.4,2.3999999999999986,0.4352941176470587,COOLING,NORMAL,NON INV 0.5PK
2025-06-05 11:00:19,0.08,-7.866666666666671,231.0,0.5072463768115942,18.64,-7.859710144927537,21.6,28.7,24,-2.3999999999999986,0.0600000000000001,7.099999999999998,0.4499999999999999,21.6,21.6,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-03-27 04:33:45,1.19,-0.8787878787878787,222.33,0.3815942028985509,265.57,-0.9859025032938076,19.9,24.2,22,-2.1000000000000014,0.0899999999999998,4.300000000000001,0.2944444444444445,19.8,19.9,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-15 21:50:00,1.41,0.1376146788990824,229.68,0.4881159420289856,324.22,0.1372955723972876,23.2,26.1,24,-0.8000000000000007,0.2199999999999999,2.900000000000002,0.2166666666666667,20.0,23.2,3.2,0.4823529411764705,COOLING,NORMAL,NON INV 0.5PK
2025-06-05 06:53:55,1.4,0.1284403669724769,231.03,0.5076811594202899,324.3,0.1376146788990825,22.0,25.0,24,-2.0,0.1,3.0,0.2222222222222222,20.0,22.0,2.0,0.4117647058823529,COOLING,NORMAL,NON INV 0.5PK
2025-03-26 01:18:12,1.22,-0.7878787878787877,218.84,0.3310144927536232,267.99,-0.954018445322793,22.8,26.3,22,0.8000000000000007,0.38,3.5,0.25,21.5,22.8,1.3,0.3705882352941176,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-11 20:24:44,1.42,0.146788990825688,231.31,0.5117391304347827,327.87,0.1518548065416832,22.5,25.7,24,-1.5,0.15,3.2,0.2333333333333333,20.0,22.5,2.5,0.4411764705882353,COOLING,NORMAL,NON INV 0.5PK
2025-03-25 12:03:12,2.68,1.3084112149532712,213.89,0.2592753623188404,572.27,1.1290938642828117,23.8,31.2,24,-0.1999999999999993,0.2800000000000001,7.399999999999999,0.4666666666666665,20.0,23.8,3.8000000000000007,0.5176470588235295,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-15 22:35:25,1.41,0.1376146788990824,230.76,0.5037681159420289,325.51,0.1424411647387314,22.9,25.9,24,-1.1000000000000014,0.1899999999999998,3.0,0.2222222222222222,20.0,22.9,2.8999999999999986,0.4647058823529411,COOLING,NORMAL,NON INV 0.5PK
2025-03-25 20:32:52,2.62,1.2523364485981308,212.38,0.237391304347826,556.23,1.0639171068671271,24.3,28.6,24,0.3000000000000007,0.33,4.300000000000001,0.2944444444444445,19.0,24.3,5.300000000000001,0.6058823529411765,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-13 14:32:42,1.48,0.201834862385321,228.87,0.476376811594203,339.82,0.1995213402473074,22.9,28.7,24,-1.1000000000000014,0.1899999999999998,5.800000000000001,0.3777777777777778,20.0,22.9,2.8999999999999986,0.4647058823529411,COOLING,NORMAL,NON INV 0.5PK
2025-03-26 04:27:44,1.23,-0.7575757575757573,218.6,0.3275362318840579,268.91,-0.9418972332015808,21.6,25.6,22,-0.3999999999999986,0.2600000000000001,4.0,0.2777777777777778,21.4,21.6,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-13 07:06:51,0.08,-7.866666666666671,231.1,0.508695652173913,18.65,-7.859420289855072,22.1,23.7,24,-1.8999999999999984,0.1100000000000001,1.599999999999998,0.1444444444444443,22.1,22.1,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-03-27 16:05:48,1.32,-0.4848484848484845,215.23,0.2786956521739129,284.04,-0.7425559947299074,20.3,28.7,22,-1.6999999999999993,0.13,8.399999999999999,0.5222222222222221,20.2,20.3,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-16 10:59:30,1.48,0.201834862385321,228.08,0.4649275362318842,337.72,0.1911447945751895,22.4,29.2,24,-1.6000000000000014,0.1399999999999998,6.800000000000001,0.4333333333333333,20.0,22.4,2.3999999999999986,0.4352941176470587,COOLING,NORMAL,NON INV 0.5PK
2025-03-25 09:00:35,2.77,1.3925233644859814,216.96,0.3037681159420291,601.06,1.2460788297440062,23.7,30.0,24,-0.3000000000000007,0.2699999999999999,6.300000000000001,0.4055555555555556,20.0,23.7,3.6999999999999993,0.5117647058823529,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-13 07:42:14,0.08,-7.866666666666671,231.34,0.5121739130434783,17.43,-7.894782608695652,21.6,25.2,24,-2.3999999999999986,0.0600000000000001,3.599999999999998,0.2555555555555554,21.6,21.6,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-16 11:40:57,1.49,0.2110091743119265,229.14,0.4802898550724636,341.47,0.2061029118468289,22.4,29.8,24,-1.6000000000000014,0.1399999999999998,7.400000000000002,0.4666666666666668,20.0,22.4,2.3999999999999986,0.4352941176470587,COOLING,NORMAL,NON INV 0.5PK
2025-03-27 17:39:31,1.29,-0.5757575757575755,216.9,0.3028985507246378,279.5,-0.8023715415019762,20.4,28.2,22,-1.6000000000000014,0.1399999999999998,7.800000000000001,0.4888888888888889,20.2,20.4,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-18 02:19:04,1.35,0.0825688073394496,233.35,0.5413043478260868,315.02,0.1005983246908654,22.8,23.2,24,-1.1999999999999993,0.18,0.3999999999999986,0.0777777777777777,20.0,22.8,2.8000000000000007,0.4588235294117647,COOLING,NORMAL,NON INV 0.5PK
2025-06-11 01:15:15,1.39,0.1192660550458714,231.85,0.5195652173913042,323.01,0.1324690865576385,23.0,24.7,24,-1.0,0.2,1.6999999999999993,0.1499999999999999,20.0,23.0,3.0,0.4705882352941176,COOLING,NORMAL,NON INV 0.5PK
2025-06-11 04:28:30,1.36,0.0917431192660551,232.18,0.5243478260869566,315.49,0.102473075388911,25.5,24.3,24,1.5,0.45,-1.1999999999999993,-0.0999999999999996,19.0,25.5,6.5,0.6764705882352942,COOLING,NORMAL,NON INV 0.5PK
2025-06-16 09:01:08,1.45,0.1743119266055045,227.28,0.4533333333333333,328.43,0.1540885520542481,22.3,27.5,24,-1.6999999999999993,0.13,5.199999999999999,0.3444444444444444,20.0,22.3,2.3000000000000007,0.4294117647058824,COOLING,NORMAL,NON INV 0.5PK
2025-06-11 10:45:54,0.09,-7.800000000000004,229.38,0.4837681159420289,20.05,-7.818840579710145,22.8,29.6,24,-1.1999999999999993,0.18,6.800000000000001,0.4333333333333333,22.8,22.8,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-03-28 04:02:28,1.26,-0.6666666666666665,212.64,0.2411594202898548,267.67,-0.958234519104084,19.9,26.3,22,-2.1000000000000014,0.0899999999999998,6.400000000000002,0.4111111111111112,19.8,19.9,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-17 03:15:53,1.41,0.1376146788990824,232.13,0.523623188405797,328.37,0.1538492221779018,22.8,25.3,24,-1.1999999999999993,0.18,2.5,0.1944444444444444,20.0,22.8,2.8000000000000007,0.4588235294117647,COOLING,NORMAL,NON INV 0.5PK
2025-03-26 06:15:38,1.2,-0.8484848484848484,226.71,0.445072463768116,272.48,-0.8948616600790511,21.0,25.2,22,-1.0,0.2,4.199999999999999,0.2888888888888888,20.8,21.0,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-03-24 08:38:33,2.62,1.2523364485981308,218.07,0.319855072463768,571.93,1.1277123120682648,23.3,28.1,24,-0.6999999999999993,0.23,4.800000000000001,0.3222222222222222,20.0,23.3,3.3000000000000007,0.4882352941176471,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-16 21:35:02,1.42,0.146788990825688,230.76,0.5037681159420289,327.69,0.1511368169126445,24.7,26.4,24,0.6999999999999993,0.3699999999999999,1.6999999999999993,0.1499999999999999,19.0,24.7,5.699999999999999,0.6294117647058823,COOLING,NORMAL,NON INV 0.5PK
2025-06-05 10:51:14,1.45,0.1743119266055045,228.87,0.476376811594203,332.93,0.1720382927802153,21.5,28.4,24,-2.5,0.05,6.899999999999999,0.4388888888888888,20.0,21.5,1.5,0.3823529411764705,COOLING,NORMAL,NON INV 0.5PK
2025-06-13 03:13:33,1.38,0.1100917431192659,232.94,0.5353623188405797,320.49,0.1224172317510969,22.4,23.1,24,-1.6000000000000014,0.1399999999999998,0.7000000000000028,0.0944444444444446,20.0,22.4,2.3999999999999986,0.4352941176470587,COOLING,NORMAL,NON INV 0.5PK
